"OTUvec1"	"OTUvec2"	"tau"	"p_value"
"785"	"Otu00005"	"Otu00041"	-0.0851672488042677	0.473912650352707
"786"	"Otu00006"	"Otu00041"	0.377860010026991	0.00117208921504774
"787"	"Otu00007"	"Otu00041"	0.131946715268642	0.250689177938441
"788"	"Otu00008"	"Otu00041"	0.190671872477202	0.1054574941767
"789"	"Otu00009"	"Otu00041"	0.53774343300232	4.07674819058457e-06
"790"	"Otu00010"	"Otu00041"	0.117762273116439	0.348185850162749
"791"	"Otu00011"	"Otu00041"	-0.107612628848666	0.395500643968008
"792"	"Otu00012"	"Otu00041"	0.333779138901128	0.00340547891826426
"793"	"Otu00013"	"Otu00041"	0.375767390461295	0.00139133253385726
"794"	"Otu00014"	"Otu00041"	0.0523467241772509	0.666471190990937
"795"	"Otu00015"	"Otu00041"	0.565002457503627	8.88727510250931e-07
"796"	"Otu00016"	"Otu00041"	0.20035449667522	0.0931881258147869
"797"	"Otu00017"	"Otu00041"	-0.132406785333094	0.293672904644325
"798"	"Otu00018"	"Otu00041"	0.0654126361987128	0.59905989112167
"799"	"Otu00019"	"Otu00041"	0.127590370894284	0.302964644147435
"800"	"Otu00020"	"Otu00041"	0.493783954015	2.87921242438927e-05
"801"	"Otu00021"	"Otu00041"	0.26507026453907	0.020551338965394
"802"	"Otu00022"	"Otu00041"	0.315206117652287	0.00677489235820405
"803"	"Otu00023"	"Otu00041"	-0.132817349993895	0.293612042672684
"804"	"Otu00024"	"Otu00041"	0.409888295938375	0.000328469152806932
"805"	"Otu00025"	"Otu00041"	0.356727854444496	0.00189019537134638
"806"	"Otu00026"	"Otu00041"	0.0656271744063083	0.58154796108029
"807"	"Otu00027"	"Otu00041"	0.429675201682101	0.000188302559508413
"808"	"Otu00028"	"Otu00041"	0.389560556689948	0.0010822845844034
"809"	"Otu00029"	"Otu00041"	-0.221674414566596	0.0725559359273957
"810"	"Otu00030"	"Otu00041"	0.406811651836072	0.000248677881295567
"811"	"Otu00031"	"Otu00041"	0.39653340308398	0.000604554511583366
"812"	"Otu00032"	"Otu00041"	0.32982410859781	0.0031793072760915
"813"	"Otu00033"	"Otu00041"	0.025445851588181	0.834176331888397
"814"	"Otu00034"	"Otu00041"	0.380265864628518	0.0011141750884871
"815"	"Otu00035"	"Otu00041"	0.428716109063531	0.000257385536537091
"816"	"Otu00036"	"Otu00041"	0.141535348683208	0.229618670765342
"817"	"Otu00037"	"Otu00041"	0.419103455867498	0.00032230467248362
"818"	"Otu00038"	"Otu00041"	-0.107612628848666	0.395500643968008
"819"	"Otu00039"	"Otu00041"	-0.172541496906553	0.167393482606361
"820"	"Otu00040"	"Otu00041"	0.646412477432628	4.93038996296491e-08
"821"	"Otu00001"	"Otu00042"	-0.213591542863173	0.0856991638551091
"822"	"Otu00002"	"Otu00042"	-0.048461259774252	0.695283144782483
"823"	"Otu00003"	"Otu00042"	0.317978330965111	0.00506007164925504
"824"	"Otu00004"	"Otu00042"	-0.021876064236911	0.850577806910017
"825"	"Otu00005"	"Otu00042"	0.27750813564934	0.020458945954791
"826"	"Otu00006"	"Otu00042"	-0.0163585308092564	0.888997873974466
"827"	"Otu00007"	"Otu00042"	0.488501195212777	2.39611347883084e-05
"828"	"Otu00008"	"Otu00042"	0.0419930149772808	0.723210069996979
"829"	"Otu00009"	"Otu00042"	0.246030390735612	0.0362651563850731
"830"	"Otu00010"	"Otu00042"	0.155930857105285	0.217267610840607
"831"	"Otu00011"	"Otu00042"	-0.103688770182557	0.416104409647806
"832"	"Otu00012"	"Otu00042"	0.419084584029673	0.000259665595434333
"833"	"Otu00013"	"Otu00042"	0.115742363836364	0.328083816082715
"834"	"Otu00014"	"Otu00042"	0.67319310622087	3.67914356758092e-08
"835"	"Otu00015"	"Otu00042"	0.304219324905023	0.00857150356060821
"836"	"Otu00016"	"Otu00042"	-0.0858308276400807	0.474988582460741
"837"	"Otu00017"	"Otu00042"	0.0820149827720712	0.518229389178829
"838"	"Otu00018"	"Otu00042"	0.431317276734287	0.000574377722675878
"839"	"Otu00019"	"Otu00042"	0.407316784569657	0.00108927271126102
"840"	"Otu00020"	"Otu00042"	0.275620123983599	0.0203861203166895
"841"	"Otu00021"	"Otu00042"	-0.0502857944402278	0.662502896284945
"842"	"Otu00022"	"Otu00042"	0.469479736790949	6.17398722331242e-05
"843"	"Otu00023"	"Otu00042"	-0.127974456410131	0.314832366405041
"844"	"Otu00024"	"Otu00042"	0.349713061577973	0.0023342149084804
"845"	"Otu00025"	"Otu00042"	0.400244192479203	0.000534684064423585
"846"	"Otu00026"	"Otu00042"	-0.130188106836776	0.277485187948691
"847"	"Otu00027"	"Otu00042"	0.371648141441793	0.00133480271702413
"848"	"Otu00028"	"Otu00042"	0.0399412663572317	0.739250411110485
"849"	"Otu00029"	"Otu00042"	-0.213591542863173	0.0856991638551091
"850"	"Otu00030"	"Otu00042"	0.287522438988862	0.0101069909306339
"851"	"Otu00031"	"Otu00042"	0.364286765926273	0.00175008213072569
"852"	"Otu00032"	"Otu00042"	0.325169769904891	0.00386592363920424
"853"	"Otu00033"	"Otu00042"	0.231788045584546	0.0581992867876397
"854"	"Otu00034"	"Otu00042"	0.236281431575245	0.0442089948100495
"855"	"Otu00035"	"Otu00042"	0.17626400473723	0.135537990625297
"856"	"Otu00036"	"Otu00042"	-0.0400848142594275	0.735389995072196
"857"	"Otu00037"	"Otu00042"	0.232495906412851	0.0474869849476336
"858"	"Otu00038"	"Otu00042"	-0.103688770182557	0.416104409647806
"859"	"Otu00039"	"Otu00042"	-0.166250149365436	0.186383819822852
"860"	"Otu00040"	"Otu00042"	0.117608866799749	0.324310677083897
"861"	"Otu00041"	"Otu00042"	0.10859340217999	0.3689049040787
"862"	"Otu00001"	"Otu00043"	-0.107900182864622	0.403293643378118
"863"	"Otu00002"	"Otu00043"	0.195849656644558	0.127526246772576
"864"	"Otu00003"	"Otu00043"	-0.230449224695853	0.0504214985118336
"865"	"Otu00004"	"Otu00043"	-0.197692723473042	0.101163342429254
"866"	"Otu00005"	"Otu00043"	-0.165173143909909	0.184095441881108
"867"	"Otu00006"	"Otu00043"	-0.186890145542431	0.124695409229791
"868"	"Otu00007"	"Otu00043"	-0.215929416671517	0.0721714854520442
"869"	"Otu00008"	"Otu00043"	-0.17633837852033	0.152151744111646
"870"	"Otu00009"	"Otu00043"	-0.187387062520399	0.124634637505309
"871"	"Otu00010"	"Otu00043"	-0.0747663551401869	0.569022825412635
"872"	"Otu00011"	"Otu00043"	-0.0523805255289192	0.692517575855317
"873"	"Otu00012"	"Otu00043"	-0.214061565090342	0.0724105501254502
"874"	"Otu00013"	"Otu00043"	-0.00899533038673044	0.941660698051072
"875"	"Otu00014"	"Otu00043"	-0.141958919966449	0.263687096658328
"876"	"Otu00015"	"Otu00043"	-0.203296773888004	0.0907417213700203
"877"	"Otu00016"	"Otu00043"	-0.159220730271519	0.201987479943987
"878"	"Otu00017"	"Otu00043"	0.220201089171512	0.0949596540293716
"879"	"Otu00018"	"Otu00043"	-0.092437688751589	0.477443986822177
"880"	"Otu00019"	"Otu00043"	-0.100322986665503	0.438643375458637
"881"	"Otu00020"	"Otu00043"	-0.170326558719696	0.167614942712871
"882"	"Otu00021"	"Otu00043"	0.30601643239477	0.0105383882360173
"883"	"Otu00022"	"Otu00043"	-0.193247505648777	0.112341836503157
"884"	"Otu00023"	"Otu00043"	-0.0646489419176087	0.624999421382149
"885"	"Otu00024"	"Otu00043"	-0.214353268471309	0.0723870392037674
"886"	"Otu00025"	"Otu00043"	-0.2093700279298	0.0811205674139496
"887"	"Otu00026"	"Otu00043"	-0.0187906323392292	0.880043882507936
"888"	"Otu00027"	"Otu00043"	-0.203492157665813	0.090727795824271
"889"	"Otu00028"	"Otu00043"	-0.165591834426776	0.183981046458992
"890"	"Otu00029"	"Otu00043"	-0.107900182864622	0.403293643378118
"891"	"Otu00030"	"Otu00043"	-0.16755188834882	0.148876563154974
"892"	"Otu00031"	"Otu00043"	-0.198182911985212	0.101118381694758
"893"	"Otu00032"	"Otu00043"	-0.195515530364022	0.094370925529767
"894"	"Otu00033"	"Otu00043"	-0.142072260439567	0.263671767253487
"895"	"Otu00034"	"Otu00043"	-0.200180774100087	0.100718800452985
"896"	"Otu00035"	"Otu00043"	-0.181986522008565	0.137857473426539
"897"	"Otu00036"	"Otu00043"	0.44353314896016	0.000317559066094875
"898"	"Otu00037"	"Otu00043"	-0.193447244726022	0.112325588421471
"899"	"Otu00038"	"Otu00043"	-0.0523805255289192	0.692517575855317
"900"	"Otu00039"	"Otu00043"	-0.0839846993815321	0.520501912403503
"901"	"Otu00040"	"Otu00043"	-0.177570093457944	0.1519123781635
"902"	"Otu00041"	"Otu00043"	-0.153602964934486	0.221093007148088
"903"	"Otu00042"	"Otu00043"	-0.148002169455864	0.241562829616129
"904"	"Otu00001"	"Otu00044"	0.0515116040061768	0.688586760645839
"905"	"Otu00002"	"Otu00044"	0.555492448825848	1.41397926964881e-05
"906"	"Otu00003"	"Otu00044"	-0.258862543486295	0.0272909739649532
"907"	"Otu00004"	"Otu00044"	0.225929358152242	0.0598763544402803
"908"	"Otu00005"	"Otu00044"	-0.0633012768319967	0.609133462407594
"909"	"Otu00006"	"Otu00044"	-0.209932832238806	0.0832135071426212
"910"	"Otu00007"	"Otu00044"	-0.0485105021176552	0.684933587443675
"911"	"Otu00008"	"Otu00044"	-0.198080081363984	0.106160659679891
"912"	"Otu00009"	"Otu00044"	-0.210491016771594	0.0831634965304922
"913"	"Otu00010"	"Otu00044"	-0.0839846993815321	0.520501912403503
"914"	"Otu00011"	"Otu00044"	0.582504129688691	9.99609002838575e-06
"915"	"Otu00012"	"Otu00044"	-0.240454361584754	0.0426630509092149
"916"	"Otu00013"	"Otu00044"	-0.212192669496364	0.0829160672333741
"917"	"Otu00014"	"Otu00044"	-0.0367988758360468	0.771027254414981
"918"	"Otu00015"	"Otu00044"	-0.228362321637934	0.0563270241288362
"919"	"Otu00016"	"Otu00044"	0.400181141041632	0.00127682101138893
"920"	"Otu00017"	"Otu00044"	-0.0723953737938449	0.581333805902847
"921"	"Otu00018"	"Otu00044"	-0.103834826330233	0.422794483070256
"922"	"Otu00019"	"Otu00044"	-0.112692344843636	0.382189675602069
"923"	"Otu00020"	"Otu00044"	-0.191327032111476	0.119482202070796
"924"	"Otu00021"	"Otu00044"	-0.183951009977408	0.122523384836392
"925"	"Otu00022"	"Otu00044"	-0.0197340023010381	0.870629110409638
"926"	"Otu00023"	"Otu00044"	-0.0726198561118052	0.581289853887158
"927"	"Otu00024"	"Otu00044"	-0.240782030637407	0.0426458643594792
"928"	"Otu00025"	"Otu00044"	-0.235184379688129	0.0490700521513514
"929"	"Otu00026"	"Otu00044"	0.388376712177788	0.00172978654455669
"930"	"Otu00027"	"Otu00044"	-0.228581795327838	0.0563162980122732
"931"	"Otu00028"	"Otu00044"	-0.186008538309689	0.133857609206858
"932"	"Otu00029"	"Otu00044"	0.75146339961952	5.0178019517233e-09
"933"	"Otu00030"	"Otu00044"	-0.290870398378552	0.0118346136377003
"934"	"Otu00031"	"Otu00044"	-0.222617944320364	0.0643448837565593
"935"	"Otu00032"	"Otu00044"	-0.123510018000398	0.288507015992925
"936"	"Otu00033"	"Otu00044"	-0.159589110116435	0.207245011294661
"937"	"Otu00034"	"Otu00044"	-0.0801682389186783	0.509084612159699
"938"	"Otu00035"	"Otu00044"	-0.204424614704331	0.0940938881471622
"939"	"Otu00036"	"Otu00044"	0.00821804083584428	0.94657369316355
"940"	"Otu00037"	"Otu00044"	-0.217298391288946	0.0732073942791358
"941"	"Otu00038"	"Otu00044"	0.606039650080153	4.31230519115644e-06
"942"	"Otu00039"	"Otu00044"	0.788679245283019	1.35069599949134e-09
"943"	"Otu00040"	"Otu00044"	-0.199463661031139	0.105955681817509
"944"	"Otu00041"	"Otu00044"	-0.172541496906553	0.167393482606361
"945"	"Otu00042"	"Otu00044"	-0.166250149365436	0.186383819822852
"946"	"Otu00043"	"Otu00044"	-0.0839846993815321	0.520501912403503
"947"	"Otu00001"	"Otu00045"	-0.262346202507342	0.0294658868696939
"948"	"Otu00002"	"Otu00045"	-0.0788680870627893	0.51085688136573
"949"	"Otu00003"	"Otu00045"	0.590256895704475	8.06606723635639e-08
"950"	"Otu00004"	"Otu00045"	0.168233054489308	0.135185209753551
"951"	"Otu00005"	"Otu00045"	0.145284148056643	0.210759080245537
"952"	"Otu00006"	"Otu00045"	0.310507153519734	0.00629283339920295
"953"	"Otu00007"	"Otu00045"	0.401831650645187	0.000339158077202528
"954"	"Otu00008"	"Otu00045"	0.282069323196127	0.014148382809632
"955"	"Otu00009"	"Otu00045"	0.490321965296128	1.68032721898914e-05
"956"	"Otu00010"	"Otu00045"	0.0658971787561331	0.590683750453268
"957"	"Otu00011"	"Otu00045"	-0.127356892203715	0.302866390628767
"958"	"Otu00012"	"Otu00045"	0.598534430575454	7.47807389345212e-08
"959"	"Otu00013"	"Otu00045"	0.426485560448591	0.000202040938213077
"960"	"Otu00014"	"Otu00045"	0.479235676976082	5.2899959138486e-05
"961"	"Otu00015"	"Otu00045"	0.514886915190517	4.47603004793962e-06
"962"	"Otu00016"	"Otu00045"	0.0447614306289199	0.700802553552122
"963"	"Otu00017"	"Otu00045"	-0.00783500824537114	0.949236529326784
"964"	"Otu00018"	"Otu00045"	0.344618237139975	0.00454168735002769
"965"	"Otu00019"	"Otu00045"	0.412927079512789	0.000636506623419297
"966"	"Otu00020"	"Otu00045"	0.426782282997731	0.000212599936068258
"967"	"Otu00021"	"Otu00045"	0.18601045617397	0.0959345862395624
"968"	"Otu00022"	"Otu00045"	0.528590094966788	3.29539501420228e-06
"969"	"Otu00023"	"Otu00045"	-0.157186058057769	0.202847869598063
"970"	"Otu00024"	"Otu00045"	0.607368119137522	4.98764267664598e-08
"971"	"Otu00025"	"Otu00045"	0.65668458636024	4.66302907398131e-09
"972"	"Otu00026"	"Otu00045"	-0.0468293211251624	0.687037742493118
"973"	"Otu00027"	"Otu00045"	0.623611930774256	2.82898828807276e-08
"974"	"Otu00028"	"Otu00045"	0.459456423100586	7.8528041847381e-05
"975"	"Otu00029"	"Otu00045"	-0.262346202507342	0.0294658868696939
"976"	"Otu00030"	"Otu00045"	0.557372763829229	2.72813052371035e-07
"977"	"Otu00031"	"Otu00045"	0.613844814047104	5.37433175740176e-08
"978"	"Otu00032"	"Otu00045"	0.575153403242633	1.3723199021598e-07
"979"	"Otu00033"	"Otu00045"	0.543390262703041	4.64760071405834e-06
"980"	"Otu00034"	"Otu00045"	0.31213261443073	0.00612214031907432
"981"	"Otu00035"	"Otu00045"	0.378318815538934	0.000953540698644728
"982"	"Otu00036"	"Otu00045"	0.0122292447308667	0.915315880922788
"983"	"Otu00037"	"Otu00045"	0.495998603715765	1.2981646625887e-05
"984"	"Otu00038"	"Otu00045"	-0.127356892203715	0.302866390628767
"985"	"Otu00039"	"Otu00045"	-0.20419860621654	0.0941173969343032
"986"	"Otu00040"	"Otu00045"	0.415833921116288	0.000325471176049419
"987"	"Otu00041"	"Otu00045"	0.301263357202016	0.0101430707301089
"988"	"Otu00042"	"Otu00045"	0.521781509805678	9.73219329059027e-06
"989"	"Otu00043"	"Otu00045"	-0.181785320706574	0.137885450383233
"990"	"Otu00044"	"Otu00045"	-0.20419860621654	0.0941173969343032
"991"	"Otu00001"	"Otu00046"	-0.185257410385566	0.139042358483478
"992"	"Otu00002"	"Otu00046"	0.143292948244922	0.250352971005169
"993"	"Otu00003"	"Otu00046"	0.26419073311677	0.0207957277323156
"994"	"Otu00004"	"Otu00046"	0.444070133672865	0.00014735768524865
"995"	"Otu00005"	"Otu00046"	-0.283591260863608	0.0187279824982396
"996"	"Otu00006"	"Otu00046"	0.361161275883335	0.00222491921644408
"997"	"Otu00007"	"Otu00046"	-0.0142590920239755	0.902592327105797
"998"	"Otu00008"	"Otu00046"	0.331733589144494	0.00548732117171213
"999"	"Otu00009"	"Otu00046"	0.176882453083064	0.135127967363148
"1000"	"Otu00010"	"Otu00046"	-0.128368840251335	0.31340721722465
"1001"	"Otu00011"	"Otu00046"	0.134900797985176	0.293708297018184
"1002"	"Otu00012"	"Otu00046"	0.232597287849078	0.0442101972952231
"1003"	"Otu00013"	"Otu00046"	0	1
"1004"	"Otu00014"	"Otu00046"	-0.0443152705767842	0.719066125664976
"1005"	"Otu00015"	"Otu00046"	0.230053696860454	0.0484944187043659
"1006"	"Otu00016"	"Otu00046"	0.470633655135978	0.000101139544563811
"1007"	"Otu00017"	"Otu00046"	-0.110654800718634	0.386967234892232
"1008"	"Otu00018"	"Otu00046"	-0.158709340294929	0.208558849881363
"1009"	"Otu00019"	"Otu00046"	-0.172247870377711	0.170397093286299
"1010"	"Otu00020"	"Otu00046"	0.252561239581379	0.0349235765951419
"1011"	"Otu00021"	"Otu00046"	0.0981109179459949	0.397992110604465
"1012"	"Otu00022"	"Otu00046"	-0.0685522862972849	0.561519665628734
"1013"	"Otu00023"	"Otu00046"	-0.110997917203252	0.386909062836005
"1014"	"Otu00024"	"Otu00046"	0.229053792823048	0.0478257605805781
"1015"	"Otu00025"	"Otu00046"	0.133332308098458	0.252237160740099
"1016"	"Otu00026"	"Otu00046"	0.107052048636956	0.375451667156368
"1017"	"Otu00027"	"Otu00046"	0.21704061240813	0.0629274298446441
"1018"	"Otu00028"	"Otu00046"	0.463714374231147	0.000125369085472782
"1019"	"Otu00029"	"Otu00046"	0.191573003921437	0.126066349342505
"1020"	"Otu00030"	"Otu00046"	0.221105890759008	0.0496126772563503
"1021"	"Otu00031"	"Otu00046"	0.161391381278753	0.168761024096598
"1022"	"Otu00032"	"Otu00046"	0.178871980843519	0.11472016747752
"1023"	"Otu00033"	"Otu00046"	0.0255869146361393	0.835595613978615
"1024"	"Otu00034"	"Otu00046"	0.183395645608729	0.121123297670863
"1025"	"Otu00035"	"Otu00046"	0.178953623999372	0.132565131292467
"1026"	"Otu00036"	"Otu00046"	0.0856438769370074	0.473569378346172
"1027"	"Otu00037"	"Otu00046"	0.293707045159794	0.0129541775653164
"1028"	"Otu00038"	"Otu00046"	0.359735461293802	0.0051093594379692
"1029"	"Otu00039"	"Otu00046"	0.296257486775664	0.0194420180418777
"1030"	"Otu00040"	"Otu00046"	0.12545136660926	0.296718402996706
"1031"	"Otu00041"	"Otu00046"	0.150243923543332	0.217262780408148
"1032"	"Otu00042"	"Otu00046"	-0.0726028125966858	0.553691889265995
"1033"	"Otu00043"	"Otu00046"	-0.128368840251335	0.31340721722465
"1034"	"Otu00044"	"Otu00046"	0.28577049609334	0.0241822201395423
"1035"	"Otu00045"	"Otu00046"	0.161731416217623	0.173602731284664
"1036"	"Otu00001"	"Otu00047"	-0.303295698441372	0.0104611453400617
"1037"	"Otu00002"	"Otu00047"	-0.159648514757866	0.175810854734767
"1038"	"Otu00003"	"Otu00047"	0.594159383467732	3.95476138503881e-08
"1039"	"Otu00004"	"Otu00047"	0.28412813477276	0.0102843421748879
"1040"	"Otu00005"	"Otu00047"	-0.0327729722367134	0.774012248828045
"1041"	"Otu00006"	"Otu00047"	0.506316039844078	5.87136839458324e-06
"1042"	"Otu00007"	"Otu00047"	0.274530028692917	0.0127801654453168
"1043"	"Otu00008"	"Otu00047"	0.412187103241829	0.000265887483993588
"1044"	"Otu00009"	"Otu00047"	0.621033487657205	2.95912983006019e-08
"1045"	"Otu00010"	"Otu00047"	0.0210160106314275	0.861490824550873
"1046"	"Otu00011"	"Otu00047"	-0.147235969886651	0.225664539037816
"1047"	"Otu00012"	"Otu00047"	0.535979246293371	9.63229356276685e-07
"1048"	"Otu00013"	"Otu00047"	0.508732128076555	6.51915066174347e-06
"1049"	"Otu00014"	"Otu00047"	0.211179541505834	0.0700116909568507
"1050"	"Otu00015"	"Otu00047"	0.68382937220634	5.75229863741811e-10
"1051"	"Otu00016"	"Otu00047"	0.0402796966425636	0.725081574997674
"1052"	"Otu00017"	"Otu00047"	-0.181159420289855	0.134300214714396
"1053"	"Otu00018"	"Otu00047"	0.32912092141092	0.00583772828302154
"1054"	"Otu00019"	"Otu00047"	0.293276903548523	0.0136067200266889
"1055"	"Otu00020"	"Otu00047"	0.61069704815086	7.0450306033365e-08
"1056"	"Otu00021"	"Otu00047"	0.265958036682639	0.015479231062651
"1057"	"Otu00022"	"Otu00047"	0.421718985067732	0.000160449595732359
"1058"	"Otu00023"	"Otu00047"	-0.181721156274572	0.134246894708587
"1059"	"Otu00024"	"Otu00047"	0.680388373065296	5.26263255196113e-10
"1060"	"Otu00025"	"Otu00047"	0.651605375265985	3.37134475891787e-09
"1061"	"Otu00026"	"Otu00047"	-0.152117070495609	0.183174196140863
"1062"	"Otu00027"	"Otu00047"	0.626333824657302	1.42073726117076e-08
"1063"	"Otu00028"	"Otu00047"	0.520220745398787	5.42852801777016e-06
"1064"	"Otu00029"	"Otu00047"	-0.303295698441372	0.0104611453400617
"1065"	"Otu00030"	"Otu00047"	0.57800883971266	5.89103379411426e-08
"1066"	"Otu00031"	"Otu00047"	0.575478199100049	2.15554718074884e-07
"1067"	"Otu00032"	"Otu00047"	0.556320159135904	2.18494352610676e-07
"1068"	"Otu00033"	"Otu00047"	0.507481308747747	1.35718042073574e-05
"1069"	"Otu00034"	"Otu00047"	0.387519691513287	0.000537673062467547
"1070"	"Otu00035"	"Otu00047"	0.476759337578512	2.28945085389842e-05
"1071"	"Otu00036"	"Otu00047"	0.0370161211179445	0.743397877874423
"1072"	"Otu00037"	"Otu00047"	0.636692591483235	1.25037813436535e-08
"1073"	"Otu00038"	"Otu00047"	-0.147235969886651	0.225664539037816
"1074"	"Otu00039"	"Otu00047"	-0.236071871066886	0.0489988519702517
"1075"	"Otu00040"	"Otu00047"	0.645191526384823	1.41332483494239e-08
"1076"	"Otu00041"	"Otu00047"	0.484723970654196	2.58473519634261e-05
"1077"	"Otu00042"	"Otu00047"	0.279326390600532	0.0160262030312606
"1078"	"Otu00043"	"Otu00047"	-0.210160106314275	0.0810253996807505
"1079"	"Otu00044"	"Otu00047"	-0.236071871066886	0.0489988519702517
"1080"	"Otu00045"	"Otu00047"	0.62032826151395	3.47864583805091e-08
"1081"	"Otu00046"	"Otu00047"	0.225683308975553	0.053446636969636
"1082"	"Otu00001"	"Otu00048"	-0.0532093227575048	0.684241841659482
"1083"	"Otu00002"	"Otu00048"	-0.0603626617888916	0.643026083494744
"1084"	"Otu00003"	"Otu00048"	-0.113642505976501	0.341055616171043
"1085"	"Otu00004"	"Otu00048"	-0.0974891390433055	0.425030652784928
"1086"	"Otu00005"	"Otu00048"	0.143739893644017	0.254021870932713
"1087"	"Otu00006"	"Otu00048"	-0.0921620131713863	0.454964958433483
"1088"	"Otu00007"	"Otu00048"	-0.106482285010859	0.381571154576365
"1089"	"Otu00008"	"Otu00048"	-0.0869585708579897	0.485902021467818
"1090"	"Otu00009"	"Otu00048"	-0.0924070601691057	0.454893587894801
"1091"	"Otu00010"	"Otu00048"	-0.0368698830385469	0.781693881586924
"1092"	"Otu00011"	"Otu00048"	-0.0258306539903911	0.847414576789303
"1093"	"Otu00012"	"Otu00048"	-0.105561182608553	0.381965578715867
"1094"	"Otu00013"	"Otu00048"	-0.09315409787236	0.454536321040762
"1095"	"Otu00014"	"Otu00048"	-0.0700048673715291	0.586512347575849
"1096"	"Otu00015"	"Otu00048"	-0.100252690683002	0.410417795300263
"1097"	"Otu00016"	"Otu00048"	-0.0785172647699066	0.534673958054986
"1098"	"Otu00017"	"Otu00048"	-0.0317820863081864	0.812029495875175
"1099"	"Otu00018"	"Otu00048"	-0.0455842305838552	0.72957515829594
"1100"	"Otu00019"	"Otu00048"	-0.0494727444918154	0.706272200168183
"1101"	"Otu00020"	"Otu00048"	-0.0839939339904765	0.501899786418931
"1102"	"Otu00021"	"Otu00048"	-0.106042979646916	0.381773267939226
"1103"	"Otu00022"	"Otu00048"	-0.0952970479489329	0.439723269115539
"1104"	"Otu00023"	"Otu00048"	-0.0318806356495351	0.812008795225788
"1105"	"Otu00024"	"Otu00048"	-0.105705031663626	0.381927130451879
"1106"	"Otu00025"	"Otu00048"	-0.103247622905718	0.395982979097027
"1107"	"Otu00026"	"Otu00048"	-0.0880299694301353	0.485387928171138
"1108"	"Otu00027"	"Otu00048"	-0.100349041200851	0.410398130275123
"1109"	"Otu00028"	"Otu00048"	-0.0816590772146927	0.517938299587435
"1110"	"Otu00029"	"Otu00048"	-0.0532093227575048	0.684241841659482
"1111"	"Otu00030"	"Otu00048"	-0.127694182947221	0.277614143276966
"1112"	"Otu00031"	"Otu00048"	-0.0977308680011592	0.424970964761724
"1113"	"Otu00032"	"Otu00048"	-0.122189927418817	0.302211619535335
"1114"	"Otu00033"	"Otu00048"	-0.0700607594901105	0.58650064729356
"1115"	"Otu00034"	"Otu00048"	-0.098716083107131	0.424432952932389
"1116"	"Otu00035"	"Otu00048"	-0.0897438663215132	0.470248924841351
"1117"	"Otu00036"	"Otu00048"	-0.0901944659726342	0.469969721320144
"1118"	"Otu00037"	"Otu00048"	-0.0953955462160001	0.439703118510051
"1119"	"Otu00038"	"Otu00048"	-0.0258306539903911	0.847414576789303
"1120"	"Otu00039"	"Otu00048"	-0.0414157683281291	0.754527946376806
"1121"	"Otu00040"	"Otu00048"	-0.0875659722165488	0.485650410944449
"1122"	"Otu00041"	"Otu00048"	-0.0757469498264263	0.551548684346493
"1123"	"Otu00042"	"Otu00048"	-0.0729850033087389	0.568765202928194
"1124"	"Otu00043"	"Otu00048"	-0.0368698830385469	0.781693881586924
"1125"	"Otu00044"	"Otu00048"	-0.0414157683281291	0.754527946376806
"1126"	"Otu00045"	"Otu00048"	-0.0896446469807056	0.470279920608601
"1127"	"Otu00046"	"Otu00048"	-0.0633031276833861	0.623742746970208
"1128"	"Otu00047"	"Otu00048"	-0.103637237961477	0.395837061996626
"1129"	"Otu00001"	"Otu00049"	0.43938860379126	0.000743028408620505
"1130"	"Otu00002"	"Otu00049"	-0.0857563866834325	0.508373582673588
"1131"	"Otu00003"	"Otu00049"	-0.161450313776398	0.174282905918548
"1132"	"Otu00004"	"Otu00049"	-0.138501452014682	0.254986477601742
"1133"	"Otu00005"	"Otu00049"	0.302910387727518	0.0157627197786223
"1134"	"Otu00006"	"Otu00049"	-0.130933279030837	0.286343718858847
"1135"	"Otu00007"	"Otu00049"	-0.151277888312194	0.211812936165381
"1136"	"Otu00008"	"Otu00049"	-0.12354082154324	0.320040982490257
"1137"	"Otu00009"	"Otu00049"	-0.131281413862358	0.28626698463292
"1138"	"Otu00010"	"Otu00049"	-0.0523805255289192	0.692517575855317
"1139"	"Otu00011"	"Otu00049"	-0.036697247706422	0.783636773269547
"1140"	"Otu00012"	"Otu00049"	-0.149969291052792	0.212193059256243
"1141"	"Otu00013"	"Otu00049"	-0.132342719846038	0.285883981730469
"1142"	"Otu00014"	"Otu00049"	-0.0994549328694455	0.437669208537762
"1143"	"Otu00015"	"Otu00049"	-0.142427591055108	0.240149375680255
"1144"	"Otu00016"	"Otu00049"	-0.111548376419886	0.375621154101487
"1145"	"Otu00017"	"Otu00049"	-0.0451523640985731	0.734342429024387
"1146"	"Otu00018"	"Otu00049"	-0.0647608768196373	0.621799828098379
"1147"	"Otu00019"	"Otu00049"	-0.0702852339707711	0.590722478284043
"1148"	"Otu00020"	"Otu00049"	-0.119329003540986	0.337952806419049
"1149"	"Otu00021"	"Otu00049"	-0.150653773345327	0.212007627780869
"1150"	"Otu00022"	"Otu00049"	-0.135387178953103	0.270218082653092
"1151"	"Otu00023"	"Otu00049"	0.377436431376065	0.00467992543481444
"1152"	"Otu00024"	"Otu00049"	-0.150173655387056	0.212155896207622
"1153"	"Otu00025"	"Otu00049"	-0.146682449243439	0.225808522656682
